name,mentions,week
George Washington,0,2015-03-08
George Washington,1,2015-03-15
George Washington,0,2015-03-22
George Washington,0,2015-03-29
George Washington,0,2015-04-05
George Washington,5,2015-04-12
George Washington,0,2015-04-19
George Washington,0,2015-04-26
George Washington,2,2015-05-03
George Washington,1,2015-05-10
George Washington,1,2015-05-17
George Washington,3,2015-05-24
George Washington,1,2015-05-31
George Washington,2,2015-06-07
George Washington,0,2015-02-22
George Washington,0,2015-02-15
George Washington,0,2015-06-14
Bill Clinton,2,2015-02-15
Bill Clinton,0,2015-02-22
Bill Clinton,1,2015-03-01
Bill Clinton,1,2015-03-08
Bill Clinton,1,2015-03-15
Bill Clinton,1,2015-03-22
Bill Clinton,2,2015-03-29
Bill Clinton,2,2015-04-05
Bill Clinton,2,2015-04-12
Bill Clinton,0,2015-04-19
Bill Clinton,3,2015-04-26
Bill Clinton,3,2015-05-03
Bill Clinton,3,2015-05-10
Bill Clinton,2,2015-05-17
Bill Clinton,1,2015-05-24
Bill Clinton,1,2015-05-31
Bill Clinton,0,2015-06-07
Bill Clinton,0,2015-06-14
Woody Allen,1,2015-03-01
Woody Allen,0,2015-03-08
Woody Allen,0,2015-03-15
Woody Allen,1,2015-03-22
Woody Allen,0,2015-03-29
Woody Allen,1,2015-04-05
Woody Allen,2,2015-04-12
Woody Allen,0,2015-04-19
Woody Allen,0,2015-04-26
Woody Allen,0,2015-05-03
Woody Allen,0,2015-05-10
Woody Allen,2,2015-05-17
Woody Allen,3,2015-05-24
Woody Allen,2,2015-05-31
Woody Allen,1,2015-06-07
Woody Allen,0,2015-06-14
Woody Allen,1,2015-06-21
Woody Allen,0,2015-02-22
Woody Allen,0,2015-02-15
Steve Jobs,5,2015-02-15
Steve Jobs,3,2015-02-22
Steve Jobs,5,2015-03-01
Steve Jobs,1,2015-03-08
Steve Jobs,3,2015-03-15
Steve Jobs,2,2015-03-22
Steve Jobs,0,2015-03-29
Steve Jobs,2,2015-04-05
Steve Jobs,3,2015-04-12
Steve Jobs,3,2015-04-19
Steve Jobs,11,2015-04-26
Steve Jobs,3,2015-05-03
Steve Jobs,5,2015-05-10
Steve Jobs,5,2015-05-17
Steve Jobs,4,2015-05-24
Steve Jobs,1,2015-05-31
Steve Jobs,1,2015-06-07
Steve Jobs,0,2015-06-14
Kanye West,2,2015-02-15
Kanye West,0,2015-02-22
Kanye West,1,2015-03-01
Kanye West,0,2015-03-08
Kanye West,1,2015-03-15
Kanye West,0,2015-03-22
Kanye West,2,2015-03-29
Kanye West,0,2015-04-05
Kanye West,1,2015-04-12
Kanye West,1,2015-04-19
Kanye West,1,2015-04-26
Kanye West,0,2015-05-03
Kanye West,1,2015-05-10
Kanye West,2,2015-05-17
Kanye West,1,2015-05-24
Kanye West,2,2015-05-31
Kanye West,0,2015-06-07
Kanye West,1,2015-06-14
Albert Einstein,1,2015-03-08
Albert Einstein,0,2015-03-15
Albert Einstein,0,2015-03-22
Albert Einstein,1,2015-03-29
Albert Einstein,0,2015-04-05
Albert Einstein,1,2015-04-12
Albert Einstein,0,2015-04-19
Albert Einstein,1,2015-04-26
Albert Einstein,2,2015-05-03
Albert Einstein,0,2015-05-10
Albert Einstein,3,2015-05-17
Albert Einstein,2,2015-05-24
Albert Einstein,0,2015-03-01
Albert Einstein,0,2015-02-22
Albert Einstein,0,2015-02-15
Albert Einstein,0,2015-05-31
Albert Einstein,0,2015-06-07
Albert Einstein,0,2015-06-14
Jerry Brown,1,2015-02-15
Jerry Brown,1,2015-02-22
Jerry Brown,0,2015-03-01
Jerry Brown,1,2015-03-08
Jerry Brown,6,2015-03-15
Jerry Brown,0,2015-03-22
Jerry Brown,5,2015-03-29
Jerry Brown,8,2015-04-05
Jerry Brown,4,2015-04-12
Jerry Brown,0,2015-04-19
Jerry Brown,0,2015-04-26
Jerry Brown,1,2015-05-03
Jerry Brown,0,2015-05-10
Jerry Brown,1,2015-05-17
Jerry Brown,0,2015-05-24
Jerry Brown,0,2015-05-31
Jerry Brown,0,2015-06-07
Jerry Brown,0,2015-06-14
Paul Feig,1,2015-03-01
Paul Feig,0,2015-03-08
Paul Feig,0,2015-03-15
Paul Feig,0,2015-03-22
Paul Feig,0,2015-03-29
Paul Feig,0,2015-04-05
Paul Feig,0,2015-04-12
Paul Feig,0,2015-04-19
Paul Feig,0,2015-04-26
Paul Feig,0,2015-05-03
Paul Feig,0,2015-05-10
Paul Feig,0,2015-05-17
Paul Feig,1,2015-05-24
Paul Feig,4,2015-05-31
Paul Feig,2,2015-06-07
Paul Feig,2,2015-06-14
Paul Feig,0,2015-02-22
Paul Feig,0,2015-02-15
Harry Reid,1,2015-02-15
Harry Reid,1,2015-02-22
Harry Reid,1,2015-03-01
Harry Reid,1,2015-03-08
Harry Reid,0,2015-03-15
Harry Reid,1,2015-03-22
Harry Reid,1,2015-03-29
Harry Reid,0,2015-04-05
Harry Reid,0,2015-04-12
Harry Reid,1,2015-04-19
Harry Reid,0,2015-04-26
Harry Reid,0,2015-05-03
Harry Reid,2,2015-05-10
Harry Reid,0,2015-05-17
Harry Reid,1,2015-05-24
Harry Reid,0,2015-05-31
Harry Reid,0,2015-06-07
Harry Reid,0,2015-06-14
Kevin Durant,1,2015-02-15
Kevin Durant,1,2015-02-22
Kevin Durant,0,2015-03-01
Kevin Durant,0,2015-03-08
Kevin Durant,0,2015-03-15
Kevin Durant,0,2015-03-22
Kevin Durant,0,2015-03-29
Kevin Durant,1,2015-04-05
Kevin Durant,0,2015-04-12
Kevin Durant,0,2015-04-19
Kevin Durant,1,2015-04-26
Kevin Durant,0,2015-05-03
Kevin Durant,2,2015-05-10
Kevin Durant,0,2015-05-17
Kevin Durant,2,2015-05-24
Kevin Durant,1,2015-05-31
Kevin Durant,1,2015-06-07
Kevin Durant,0,2015-06-14
B.B. King,1,2015-04-26
B.B. King,0,2015-05-03
B.B. King,3,2015-05-10
B.B. King,2,2015-05-17
B.B. King,1,2015-05-24
B.B. King,1,2015-05-31
B.B. King,0,2015-06-07
B.B. King,1,2015-06-14
B.B. King,0,2015-04-19
B.B. King,0,2015-04-12
B.B. King,0,2015-04-05
B.B. King,0,2015-03-29
B.B. King,0,2015-03-22
B.B. King,0,2015-03-15
B.B. King,0,2015-03-08
B.B. King,0,2015-03-01
B.B. King,0,2015-02-22
B.B. King,0,2015-02-15
God,1,2015-03-15
God,1,2015-03-22
God,0,2015-03-29
God,0,2015-04-05
God,0,2015-04-12
God,1,2015-04-19
God,0,2015-04-26
God,1,2015-05-03
God,2,2015-05-10
God,2,2015-05-17
God,0,2015-05-24
God,1,2015-05-31
God,1,2015-06-07
God,1,2015-06-14
God,0,2015-03-08
God,0,2015-03-01
God,0,2015-02-22
God,0,2015-02-15
Conan O'Brien,2,2015-02-22
Conan O'Brien,0,2015-03-01
Conan O'Brien,0,2015-03-08
Conan O'Brien,0,2015-03-15
Conan O'Brien,1,2015-03-22
Conan O'Brien,0,2015-03-29
Conan O'Brien,0,2015-04-05
Conan O'Brien,1,2015-04-12
Conan O'Brien,1,2015-04-19
Conan O'Brien,0,2015-04-26
Conan O'Brien,0,2015-05-03
Conan O'Brien,0,2015-05-10
Conan O'Brien,1,2015-05-17
Conan O'Brien,2,2015-05-24
Conan O'Brien,1,2015-05-31
Conan O'Brien,0,2015-02-15
Conan O'Brien,0,2015-06-07
Conan O'Brien,0,2015-06-14
Justin Bieber,4,2015-02-15
Justin Bieber,0,2015-02-22
Justin Bieber,3,2015-03-01
Justin Bieber,1,2015-03-08
Justin Bieber,1,2015-03-15
Justin Bieber,0,2015-03-22
Justin Bieber,0,2015-03-29
Justin Bieber,0,2015-04-05
Justin Bieber,2,2015-04-12
Justin Bieber,1,2015-04-19
Justin Bieber,1,2015-04-26
Justin Bieber,0,2015-05-03
Justin Bieber,1,2015-05-10
Justin Bieber,1,2015-05-17
Justin Bieber,1,2015-05-24
Justin Bieber,1,2015-05-31
Justin Bieber,1,2015-06-07
Justin Bieber,0,2015-06-14
John Lennon,1,2015-04-12
John Lennon,0,2015-04-19
John Lennon,1,2015-04-26
John Lennon,0,2015-05-03
John Lennon,1,2015-05-10
John Lennon,3,2015-05-17
John Lennon,3,2015-05-24
John Lennon,1,2015-05-31
John Lennon,3,2015-06-07
John Lennon,0,2015-04-05
John Lennon,0,2015-03-29
John Lennon,0,2015-03-22
John Lennon,0,2015-03-15
John Lennon,0,2015-03-08
John Lennon,0,2015-03-01
John Lennon,0,2015-02-22
John Lennon,0,2015-02-15
John Lennon,0,2015-06-14
Tony Kornheiser,3,2015-05-17
Tony Kornheiser,1,2015-05-24
Tony Kornheiser,2,2015-05-31
Tony Kornheiser,2,2015-06-07
Tony Kornheiser,4,2015-06-14
Tony Kornheiser,0,2015-05-10
Tony Kornheiser,0,2015-05-03
Tony Kornheiser,0,2015-04-26
Tony Kornheiser,0,2015-04-19
Tony Kornheiser,0,2015-04-12
Tony Kornheiser,0,2015-04-05
Tony Kornheiser,0,2015-03-29
Tony Kornheiser,0,2015-03-22
Tony Kornheiser,0,2015-03-15
Tony Kornheiser,0,2015-03-08
Tony Kornheiser,0,2015-03-01
Tony Kornheiser,0,2015-02-22
Tony Kornheiser,0,2015-02-15
Lena Dunham,2,2015-04-12
Lena Dunham,1,2015-04-19
Lena Dunham,0,2015-04-26
Lena Dunham,0,2015-05-03
Lena Dunham,2,2015-05-10
Lena Dunham,1,2015-05-17
Lena Dunham,2,2015-05-24
Lena Dunham,2,2015-05-31
Lena Dunham,0,2015-06-07
Lena Dunham,1,2015-06-14
Lena Dunham,0,2015-04-05
Lena Dunham,0,2015-03-29
Lena Dunham,0,2015-03-22
Lena Dunham,0,2015-03-15
Lena Dunham,0,2015-03-08
Lena Dunham,0,2015-03-01
Lena Dunham,0,2015-02-22
Lena Dunham,0,2015-02-15
Tiger Woods,1,2015-04-12
Tiger Woods,1,2015-04-19
Tiger Woods,0,2015-04-26
Tiger Woods,0,2015-05-03
Tiger Woods,0,2015-05-10
Tiger Woods,2,2015-05-17
Tiger Woods,0,2015-05-24
Tiger Woods,1,2015-05-31
Tiger Woods,1,2015-06-07
Tiger Woods,3,2015-06-14
Tiger Woods,0,2015-04-05
Tiger Woods,0,2015-03-29
Tiger Woods,0,2015-03-22
Tiger Woods,0,2015-03-15
Tiger Woods,0,2015-03-08
Tiger Woods,0,2015-03-01
Tiger Woods,0,2015-02-22
Tiger Woods,0,2015-02-15
Jon Snow,4,2015-04-12
Jon Snow,2,2015-04-19
Jon Snow,0,2015-04-26
Jon Snow,2,2015-05-03
Jon Snow,3,2015-05-10
Jon Snow,1,2015-05-17
Jon Snow,1,2015-05-24
Jon Snow,3,2015-05-31
Jon Snow,1,2015-06-07
Jon Snow,4,2015-06-14
Jon Snow,0,2015-04-05
Jon Snow,0,2015-03-29
Jon Snow,0,2015-03-22
Jon Snow,0,2015-03-15
Jon Snow,0,2015-03-08
Jon Snow,0,2015-03-01
Jon Snow,0,2015-02-22
Jon Snow,0,2015-02-15
Larry Bird,1,2015-02-22
Larry Bird,0,2015-03-01
Larry Bird,0,2015-03-08
Larry Bird,0,2015-03-15
Larry Bird,0,2015-03-22
Larry Bird,0,2015-03-29
Larry Bird,0,2015-04-05
Larry Bird,0,2015-04-12
Larry Bird,0,2015-04-19
Larry Bird,0,2015-04-26
Larry Bird,0,2015-05-03
Larry Bird,0,2015-05-10
Larry Bird,2,2015-05-17
Larry Bird,2,2015-05-24
Larry Bird,3,2015-05-31
Larry Bird,2,2015-06-07
Larry Bird,1,2015-06-14
Larry Bird,0,2015-02-15
Jimmy Kimmel,1,2015-02-22
Jimmy Kimmel,2,2015-03-01
Jimmy Kimmel,0,2015-03-08
Jimmy Kimmel,1,2015-03-15
Jimmy Kimmel,0,2015-03-22
Jimmy Kimmel,0,2015-03-29
Jimmy Kimmel,0,2015-04-05
Jimmy Kimmel,2,2015-04-12
Jimmy Kimmel,0,2015-04-19
Jimmy Kimmel,1,2015-04-26
Jimmy Kimmel,0,2015-05-03
Jimmy Kimmel,1,2015-05-10
Jimmy Kimmel,3,2015-05-17
Jimmy Kimmel,5,2015-05-24
Jimmy Kimmel,1,2015-05-31
Jimmy Kimmel,0,2015-02-15
Jimmy Kimmel,0,2015-06-07
Jimmy Kimmel,0,2015-06-14
Kevin Love,1,2015-05-10
Kevin Love,5,2015-05-17
Kevin Love,2,2015-05-24
Kevin Love,7,2015-05-31
Kevin Love,2,2015-06-07
Kevin Love,2,2015-06-14
Kevin Love,0,2015-05-03
Kevin Love,0,2015-04-26
Kevin Love,0,2015-04-19
Kevin Love,0,2015-04-12
Kevin Love,0,2015-04-05
Kevin Love,0,2015-03-29
Kevin Love,0,2015-03-22
Kevin Love,0,2015-03-15
Kevin Love,0,2015-03-08
Kevin Love,0,2015-03-01
Kevin Love,0,2015-02-22
Kevin Love,0,2015-02-15
Michael Jordan,1,2015-02-15
Michael Jordan,1,2015-02-22
Michael Jordan,0,2015-03-01
Michael Jordan,1,2015-03-08
Michael Jordan,1,2015-03-15
Michael Jordan,1,2015-03-22
Michael Jordan,2,2015-03-29
Michael Jordan,0,2015-04-05
Michael Jordan,0,2015-04-12
Michael Jordan,0,2015-04-19
Michael Jordan,2,2015-04-26
Michael Jordan,0,2015-05-03
Michael Jordan,4,2015-05-10
Michael Jordan,6,2015-05-17
Michael Jordan,1,2015-05-24
Michael Jordan,5,2015-05-31
Michael Jordan,4,2015-06-07
Michael Jordan,5,2015-06-14
Steven Spielberg,2,2015-02-15
Steven Spielberg,0,2015-02-22
Steven Spielberg,0,2015-03-01
Steven Spielberg,0,2015-03-08
Steven Spielberg,0,2015-03-15
Steven Spielberg,0,2015-03-22
Steven Spielberg,0,2015-03-29
Steven Spielberg,0,2015-04-05
Steven Spielberg,0,2015-04-12
Steven Spielberg,1,2015-04-19
Steven Spielberg,1,2015-04-26
Steven Spielberg,2,2015-05-03
Steven Spielberg,0,2015-05-10
Steven Spielberg,1,2015-05-17
Steven Spielberg,0,2015-05-24
Steven Spielberg,2,2015-05-31
Steven Spielberg,0,2015-06-07
Steven Spielberg,0,2015-06-14
Bill Gates,3,2015-02-15
Bill Gates,1,2015-02-22
Bill Gates,0,2015-03-01
Bill Gates,0,2015-03-08
Bill Gates,0,2015-03-15
Bill Gates,0,2015-03-22
Bill Gates,0,2015-03-29
Bill Gates,2,2015-04-05
Bill Gates,1,2015-04-12
Bill Gates,1,2015-04-19
Bill Gates,2,2015-04-26
Bill Gates,3,2015-05-03
Bill Gates,3,2015-05-10
Bill Gates,2,2015-05-17
Bill Gates,1,2015-05-24
Bill Gates,1,2015-05-31
Bill Gates,0,2015-06-07
Bill Gates,1,2015-06-14
Steve Kerr,1,2015-05-10
Steve Kerr,1,2015-05-17
Steve Kerr,0,2015-05-24
Steve Kerr,1,2015-05-31
Steve Kerr,5,2015-06-07
Steve Kerr,2,2015-06-14
Steve Kerr,0,2015-05-03
Steve Kerr,0,2015-04-26
Steve Kerr,0,2015-04-19
Steve Kerr,0,2015-04-12
Steve Kerr,0,2015-04-05
Steve Kerr,0,2015-03-29
Steve Kerr,0,2015-03-22
Steve Kerr,0,2015-03-15
Steve Kerr,0,2015-03-08
Steve Kerr,0,2015-03-01
Steve Kerr,0,2015-02-22
Steve Kerr,0,2015-02-15
David Cameron,1,2015-02-15
David Cameron,0,2015-02-22
David Cameron,0,2015-03-01
David Cameron,0,2015-03-08
David Cameron,0,2015-03-15
David Cameron,0,2015-03-22
David Cameron,0,2015-03-29
David Cameron,0,2015-04-05
David Cameron,2,2015-04-12
David Cameron,1,2015-04-19
David Cameron,12,2015-04-26
David Cameron,5,2015-05-03
David Cameron,2,2015-05-10
David Cameron,3,2015-05-17
David Cameron,3,2015-05-24
David Cameron,1,2015-05-31
David Cameron,2,2015-06-07
David Cameron,0,2015-06-14
Miley Cyrus,1,2015-02-15
Miley Cyrus,0,2015-02-22
Miley Cyrus,1,2015-03-01
Miley Cyrus,1,2015-03-08
Miley Cyrus,0,2015-03-15
Miley Cyrus,0,2015-03-22
Miley Cyrus,0,2015-03-29
Miley Cyrus,0,2015-04-05
Miley Cyrus,0,2015-04-12
Miley Cyrus,1,2015-04-19
Miley Cyrus,0,2015-04-26
Miley Cyrus,0,2015-05-03
Miley Cyrus,0,2015-05-10
Miley Cyrus,1,2015-05-17
Miley Cyrus,1,2015-05-24
Miley Cyrus,4,2015-05-31
Miley Cyrus,0,2015-06-07
Miley Cyrus,0,2015-06-14
Sepp Blatter,4,2015-05-24
Sepp Blatter,5,2015-05-31
Sepp Blatter,0,2015-06-07
Sepp Blatter,2,2015-06-14
Sepp Blatter,0,2015-05-17
Sepp Blatter,0,2015-05-10
Sepp Blatter,0,2015-05-03
Sepp Blatter,0,2015-04-26
Sepp Blatter,0,2015-04-19
Sepp Blatter,0,2015-04-12
Sepp Blatter,0,2015-04-05
Sepp Blatter,0,2015-03-29
Sepp Blatter,0,2015-03-22
Sepp Blatter,0,2015-03-15
Sepp Blatter,0,2015-03-08
Sepp Blatter,0,2015-03-01
Sepp Blatter,0,2015-02-22
Sepp Blatter,0,2015-02-15
Bob Dylan,4,2015-04-05
Bob Dylan,2,2015-04-12
Bob Dylan,1,2015-04-19
Bob Dylan,1,2015-04-26
Bob Dylan,1,2015-05-03
Bob Dylan,1,2015-05-10
Bob Dylan,5,2015-05-17
Bob Dylan,4,2015-05-24
Bob Dylan,2,2015-05-31
Bob Dylan,1,2015-06-07
Bob Dylan,1,2015-06-14
Bob Dylan,0,2015-03-29
Bob Dylan,0,2015-03-22
Bob Dylan,0,2015-03-15
Bob Dylan,0,2015-03-08
Bob Dylan,0,2015-03-01
Bob Dylan,0,2015-02-22
Bob Dylan,0,2015-02-15
Taylor Swift,1,2015-02-15
Taylor Swift,1,2015-02-22
Taylor Swift,0,2015-03-01
Taylor Swift,0,2015-03-08
Taylor Swift,1,2015-03-15
Taylor Swift,1,2015-03-22
Taylor Swift,1,2015-03-29
Taylor Swift,3,2015-04-05
Taylor Swift,1,2015-04-12
Taylor Swift,2,2015-04-19
Taylor Swift,0,2015-04-26
Taylor Swift,1,2015-05-03
Taylor Swift,1,2015-05-10
Taylor Swift,3,2015-05-17
Taylor Swift,1,2015-05-24
Taylor Swift,3,2015-05-31
Taylor Swift,0,2015-06-07
Taylor Swift,0,2015-06-14
Taylor Swift,1,2015-06-21
Rand Paul,1,2015-02-15
Rand Paul,3,2015-02-22
Rand Paul,0,2015-03-01
Rand Paul,3,2015-03-08
Rand Paul,0,2015-03-15
Rand Paul,2,2015-03-22
Rand Paul,1,2015-03-29
Rand Paul,4,2015-04-05
Rand Paul,9,2015-04-12
Rand Paul,2,2015-04-19
Rand Paul,4,2015-04-26
Rand Paul,4,2015-05-03
Rand Paul,2,2015-05-10
Rand Paul,1,2015-05-17
Rand Paul,5,2015-05-24
Rand Paul,2,2015-05-31
Rand Paul,1,2015-06-07
Rand Paul,0,2015-06-14
John Hodgman,1,2015-04-26
John Hodgman,1,2015-05-03
John Hodgman,2,2015-05-10
John Hodgman,2,2015-05-17
John Hodgman,1,2015-05-24
John Hodgman,1,2015-05-31
John Hodgman,1,2015-06-07
John Hodgman,2,2015-06-14
John Hodgman,0,2015-04-19
John Hodgman,0,2015-04-12
John Hodgman,0,2015-04-05
John Hodgman,0,2015-03-29
John Hodgman,0,2015-03-22
John Hodgman,0,2015-03-15
John Hodgman,0,2015-03-08
John Hodgman,0,2015-03-01
John Hodgman,0,2015-02-22
John Hodgman,0,2015-02-15
Eric Schmidt,4,2015-02-15
Eric Schmidt,2,2015-02-22
Eric Schmidt,1,2015-03-01
Eric Schmidt,2,2015-03-08
Eric Schmidt,7,2015-03-15
Eric Schmidt,5,2015-03-22
Eric Schmidt,2,2015-03-29
Eric Schmidt,4,2015-04-05
Eric Schmidt,3,2015-04-12
Eric Schmidt,1,2015-04-19
Eric Schmidt,1,2015-04-26
Eric Schmidt,0,2015-05-03
Eric Schmidt,1,2015-05-10
Eric Schmidt,1,2015-05-17
Eric Schmidt,0,2015-05-24
Eric Schmidt,0,2015-05-31
Eric Schmidt,0,2015-06-07
Eric Schmidt,0,2015-06-14
Jason Calacanis,1,2015-02-15
Jason Calacanis,0,2015-02-22
Jason Calacanis,0,2015-03-01
Jason Calacanis,0,2015-03-08
Jason Calacanis,1,2015-03-15
Jason Calacanis,1,2015-03-22
Jason Calacanis,0,2015-03-29
Jason Calacanis,0,2015-04-05
Jason Calacanis,1,2015-04-12
Jason Calacanis,0,2015-04-19
Jason Calacanis,1,2015-04-26
Jason Calacanis,4,2015-05-03
Jason Calacanis,3,2015-05-10
Jason Calacanis,2,2015-05-17
Jason Calacanis,1,2015-05-24
Jason Calacanis,1,2015-05-31
Jason Calacanis,0,2015-06-07
Jason Calacanis,2,2015-06-14
Ira Glass,1,2015-03-01
Ira Glass,0,2015-03-08
Ira Glass,1,2015-03-15
Ira Glass,1,2015-03-22
Ira Glass,0,2015-03-29
Ira Glass,0,2015-04-05
Ira Glass,0,2015-04-12
Ira Glass,0,2015-04-19
Ira Glass,0,2015-04-26
Ira Glass,3,2015-05-03
Ira Glass,0,2015-05-10
Ira Glass,1,2015-05-17
Ira Glass,1,2015-05-24
Ira Glass,0,2015-05-31
Ira Glass,2,2015-06-07
Ira Glass,1,2015-06-14
Ira Glass,0,2015-02-22
Ira Glass,0,2015-02-15
Michael Schneider,1,2015-02-22
Michael Schneider,1,2015-03-01
Michael Schneider,1,2015-03-08
Michael Schneider,0,2015-03-15
Michael Schneider,2,2015-03-22
Michael Schneider,2,2015-03-29
Michael Schneider,2,2015-04-05
Michael Schneider,0,2015-02-15
Michael Schneider,0,2015-04-12
Michael Schneider,0,2015-04-19
Michael Schneider,0,2015-04-26
Michael Schneider,0,2015-05-03
Michael Schneider,0,2015-05-10
Michael Schneider,0,2015-05-17
Michael Schneider,0,2015-05-24
Michael Schneider,0,2015-05-31
Michael Schneider,0,2015-06-07
Michael Schneider,0,2015-06-14
Chris Christie,1,2015-02-15
Chris Christie,2,2015-02-22
Chris Christie,0,2015-03-01
Chris Christie,0,2015-03-08
Chris Christie,0,2015-03-15
Chris Christie,0,2015-03-22
Chris Christie,0,2015-03-29
Chris Christie,1,2015-04-05
Chris Christie,4,2015-04-12
Chris Christie,0,2015-04-19
Chris Christie,1,2015-04-26
Chris Christie,1,2015-05-03
Chris Christie,2,2015-05-10
Chris Christie,3,2015-05-17
Chris Christie,0,2015-05-24
Chris Christie,0,2015-05-31
Chris Christie,0,2015-06-07
Chris Christie,0,2015-06-14
David Letterman,1,2015-02-15
David Letterman,1,2015-02-22
David Letterman,2,2015-03-01
David Letterman,1,2015-03-08
David Letterman,0,2015-03-15
David Letterman,0,2015-03-22
David Letterman,0,2015-03-29
David Letterman,0,2015-04-05
David Letterman,4,2015-04-12
David Letterman,0,2015-04-19
David Letterman,1,2015-04-26
David Letterman,1,2015-05-03
David Letterman,2,2015-05-10
David Letterman,12,2015-05-17
David Letterman,3,2015-05-24
David Letterman,0,2015-05-31
David Letterman,0,2015-06-07
David Letterman,1,2015-06-14
John Kerry,2,2015-02-15
John Kerry,2,2015-02-22
John Kerry,2,2015-03-01
John Kerry,0,2015-03-08
John Kerry,0,2015-03-15
John Kerry,0,2015-03-22
John Kerry,1,2015-03-29
John Kerry,0,2015-04-05
John Kerry,1,2015-04-12
John Kerry,1,2015-04-19
John Kerry,2,2015-04-26
John Kerry,2,2015-05-03
John Kerry,1,2015-05-10
John Kerry,1,2015-05-17
John Kerry,0,2015-05-24
John Kerry,0,2015-05-31
John Kerry,1,2015-06-07
John Kerry,0,2015-06-14
Dwight Howard,2,2015-05-10
Dwight Howard,4,2015-05-17
Dwight Howard,2,2015-05-24
Dwight Howard,1,2015-05-31
Dwight Howard,1,2015-06-07
Dwight Howard,0,2015-05-03
Dwight Howard,0,2015-04-26
Dwight Howard,0,2015-04-19
Dwight Howard,0,2015-04-12
Dwight Howard,0,2015-04-05
Dwight Howard,0,2015-03-29
Dwight Howard,0,2015-03-22
Dwight Howard,0,2015-03-15
Dwight Howard,0,2015-03-08
Dwight Howard,0,2015-03-01
Dwight Howard,0,2015-02-22
Dwight Howard,0,2015-02-15
Dwight Howard,0,2015-06-14
Tim Cook,3,2015-02-15
Tim Cook,4,2015-02-22
Tim Cook,4,2015-03-01
Tim Cook,1,2015-03-08
Tim Cook,1,2015-03-15
Tim Cook,0,2015-03-22
Tim Cook,0,2015-03-29
Tim Cook,2,2015-04-05
Tim Cook,3,2015-04-12
Tim Cook,2,2015-04-19
Tim Cook,2,2015-04-26
Tim Cook,6,2015-05-03
Tim Cook,2,2015-05-10
Tim Cook,3,2015-05-17
Tim Cook,3,2015-05-24
Tim Cook,0,2015-05-31
Tim Cook,1,2015-06-07
Tim Cook,1,2015-06-14
Jimmy Carter,1,2015-02-15
Jimmy Carter,1,2015-02-22
Jimmy Carter,0,2015-03-01
Jimmy Carter,1,2015-03-08
Jimmy Carter,0,2015-03-15
Jimmy Carter,1,2015-03-22
Jimmy Carter,0,2015-03-29
Jimmy Carter,0,2015-04-05
Jimmy Carter,1,2015-04-12
Jimmy Carter,1,2015-04-19
Jimmy Carter,0,2015-04-26
Jimmy Carter,0,2015-05-03
Jimmy Carter,2,2015-05-10
Jimmy Carter,0,2015-05-17
Jimmy Carter,1,2015-05-24
Jimmy Carter,1,2015-05-31
Jimmy Carter,0,2015-06-07
Jimmy Carter,1,2015-06-14
Jefferson Graham,1,2015-03-01
Jefferson Graham,0,2015-03-08
Jefferson Graham,0,2015-03-15
Jefferson Graham,0,2015-03-22
Jefferson Graham,1,2015-03-29
Jefferson Graham,0,2015-04-05
Jefferson Graham,0,2015-04-12
Jefferson Graham,0,2015-04-19
Jefferson Graham,0,2015-04-26
Jefferson Graham,1,2015-05-03
Jefferson Graham,1,2015-05-10
Jefferson Graham,1,2015-05-17
Jefferson Graham,0,2015-05-24
Jefferson Graham,0,2015-05-31
Jefferson Graham,1,2015-06-07
Jefferson Graham,4,2015-06-14
Jefferson Graham,1,2015-06-21
Jefferson Graham,0,2015-02-22
Jefferson Graham,0,2015-02-15
Joe Biden,1,2015-02-22
Joe Biden,0,2015-03-01
Joe Biden,1,2015-03-08
Joe Biden,0,2015-03-15
Joe Biden,0,2015-03-22
Joe Biden,0,2015-03-29
Joe Biden,0,2015-04-05
Joe Biden,2,2015-04-12
Joe Biden,0,2015-04-19
Joe Biden,1,2015-04-26
Joe Biden,1,2015-05-03
Joe Biden,0,2015-05-10
Joe Biden,1,2015-05-17
Joe Biden,0,2015-05-24
Joe Biden,1,2015-05-31
Joe Biden,1,2015-06-07
Joe Biden,0,2015-02-15
Joe Biden,0,2015-06-14
Benjamin Netanyahu,1,2015-02-15
Benjamin Netanyahu,1,2015-02-22
Benjamin Netanyahu,4,2015-03-01
Benjamin Netanyahu,0,2015-03-08
Benjamin Netanyahu,3,2015-03-15
Benjamin Netanyahu,0,2015-03-22
Benjamin Netanyahu,1,2015-03-29
Benjamin Netanyahu,0,2015-04-05
Benjamin Netanyahu,0,2015-04-12
Benjamin Netanyahu,0,2015-04-19
Benjamin Netanyahu,0,2015-04-26
Benjamin Netanyahu,0,2015-05-03
Benjamin Netanyahu,0,2015-05-10
Benjamin Netanyahu,0,2015-05-17
Benjamin Netanyahu,0,2015-05-24
Benjamin Netanyahu,0,2015-05-31
Benjamin Netanyahu,0,2015-06-07
Benjamin Netanyahu,0,2015-06-14
Katy Perry,3,2015-03-01
Katy Perry,0,2015-03-08
Katy Perry,0,2015-03-15
Katy Perry,0,2015-03-22
Katy Perry,0,2015-03-29
Katy Perry,1,2015-04-05
Katy Perry,1,2015-04-12
Katy Perry,1,2015-04-19
Katy Perry,1,2015-04-26
Katy Perry,0,2015-05-03
Katy Perry,1,2015-05-10
